ship_mode,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order ID,Order Date,,,
"First Class,Corporate,Unclosed quote without termination,Jacksonville,Florida,32216
Same Day,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-5708-401,Technology,Machines,Bretford Conference Table,586.4386,9,0.1,-126.2434,US-2023-275962,2020-12-15
Second Class,Home Office,United States,Columbus,Ohio,43229,East,OFF-AR-5458-343,Office Supplies,Art,Hon Deluxe Fabric Chair,1805.1899,12,0.45,885.8781,US-2023-231273,2021-06-07
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,TEC-MA-5821-670,Technology,Machines,Xerox 1967,654.8301,12,ten_percent,-80.0628,US-2023-494793,2023-01-14
Standard Class,Consumer,United States,New York City,New York,10024,East,FUR-FU-9175-162,Furniture,Furnishings,Logitech Wireless Mouse,2100.9792,8,0,882.7218,US-2021-246566,2022-05-11
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-8101-881,Furniture,Furnishings,Newell 322,1007.1171,2,0,444.1379,US-2021-225974,2022-08-16
First Class,Consumer,United States,Detroit,Michigan,48227,Central,TEC-MA-2223-659,Technology,Machines,Cisco IP Phone,1549.2641,3,0.6,-486.736,US-2021-567495,2020-01-15
Same Day,Corporate,United States,Dallas,Texas,75220,Central,TEC-AC-6575-473,Technology,Accessories,Bush Somerset Bookcase,689.1971,10,0,-287.5519,US-2022-649984,2024-12-15
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-BO-9072-172,Furniture,Bookcases,HP Officejet Printer,2486.1074,5,0.3,274.1314,US-2020-736713,2021-11-28
First Class,Home Office,United States,Chicago,Illinois,60623,Central,OFF-PA-1006-997,Office Supplies,Paper,Newell 322,692.2488,6,0.45,237.5455,US-2023-374594,2024-03-23
Standard Class,Corporate,United States,Newark,New Jersey,7114,East,TEC-MA-6630-521,Technology,Machines,Eldon Fold N Roll Cart,524.9173,6,0.1,-142.6122,US-2024-868401,2024-05-21
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-2187-238,Office Supplies,Storage,3M Storage Bin,1418.7919,1,0.1,-564.8996,US-2020-276523,2022-11-24
Second Class,Consumer,United States,San Francisco,California,94109,West,FUR-FU-3622-936,Furniture,Furnishings,Bretford Conference Table,2083.5035,8,0,-81.3917,US-2023-935644,2023-02-06
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-6754-349,Office Supplies,Binders,Cisco IP Phone,810.2722,7,0.8,-84.8834,US-2021-130064,2024-05-28
First Class,Home Office,United States,Henderson,Kentucky,42420,South,OFF-AP-7877-910,Office Supplies,Appliances,Eldon Fold N Roll Cart,2553.143,5,0.2,-103.102,US-2020-453717,2024-01-24
Same Day,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-6387-954,Technology,Phones,Newell 322,2706.021,7,0.6,35.6081,US-2023-584450,2022-02-01
Same Day,Corporate,United States,Detroit,Michigan,48227,Central,FUR-FU-1773-301,Furniture,Furnishings,Logitech Wireless Mouse,2834.0745,3,0.2,-428.073,US-2020-215835,2022-01-24
Second Class,Corporate,United States,Dallas,Texas,75220,Central,TEC-AC-8448-419,Technology,Accessories,Logitech Wireless Mouse,388.2855,3,0.8,-51.3178,US-2021-894410,2023-12-24
Standard Class,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-9441-844,Technology,Phones,Bush Somerset Bookcase,463.8237,8,0.2,-86.3167,US-2021-492252,2020-04-16
Second Class,Home Office,United States,Houston,Texas,77036,Central,OFF-PA-5806-900,Office Supplies,Paper,Global Push Button Manager Chair,768.3723,5,0.1,-308.4343,US-2021-117677,2023-04-07
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-AP-8063-926,Office Supplies,Appliances,HP Officejet Printer,561.6773,14,0.2,57.3375,US-2023-242981,2024-03-12
Second Class,Corporate,United States,Dallas,Texas,75220,Central,TEC-PH-1610-664,Technology,Phones,Fellowes Binder,2899.0282,7,0,1372.9131,US-2022-563030,2024-06-07
Second Class,Home Office,United States,Fort Worth,Texas,76106,Central,FUR-CH-9743-393,Furniture,Chairs,Belkin Surge Protector,2471.8419,5,0.2,869.2699,US-2023-789676,2021-01-28,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE
Standard Class,Consumer,United States,Newark,New Jersey,7114,East,FUR-TA-9646-930,Furniture,Tables,3M Storage Bin,1689.6137,10,0,248.3438,US-2020-683495,2024-02-14
Same Day,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-1629-621,Furniture,Tables,Global Push Button Manager Chair,2395.2351,5,0.1,811.7765,US-2024-821028,2021-10-21
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-2769-731,Office Supplies,Appliances,Newell 322,261.4586,10,0.6,-153.4197,US-2023-517359,2022-11-02,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE
Same Day,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-9882-120,Technology,Phones,Logitech Wireless Mouse,1636.3844,8,0.3,-155.2231,US-2022-991750,2024-10-27
First Class,Home Office,United States,Detroit,Michigan,48227,Central,OFF-AR-8017-591,Office Supplies,Art,Global Push Button Manager Chair,804.4111,9,0,313.9563,US-2022-703369,2024-12-04
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,TEC-PH-5601-416,Technology,Phones,Cisco IP Phone,1003.7055,5,0.8,443.7783,US-2021-322731,2024-02-22
First Class,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-2706-914,Office Supplies,Appliances,Apple iPhone,290.7947,1,0,-115.4689,US-2020-614251,2024-12-17
Second Class,Corporate,United States,Seattle,Washington,98103,West,TEC-CO-9051-723,Technology,Copiers,Newell 322,2620.4253,12,0,-1437.1125,US-2021-642327,2022-05-10
Second Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,TEC-MA-8904-464,Technology,Machines,Newell 322,1506.8087,14,0.6,352.9873,US-2023-840163,2021-09-03
Same Day,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-6263-695,Office Supplies,Appliances,Xerox 1967,2587.9761,11,0.1,391.1686,US-2024-494711,2020-06-26
Same Day,Home Office,United States,New York City,New York,10024,East,OFF-AR-7814-682,Office Supplies,Art,Bush Somerset Bookcase,143.759,11,0.45,1.8703,US-2023-298421,2024-05-15
Second Class,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-9191-733,Office Supplies,Art,Fellowes Binder,1633.3317,13,0,400.9098,US-2024-991333,2022-07-16
Second Class,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-4244-737,Technology,Accessories,Bretford Conference Table,947.5378,14,0.1,-75.3512,US-2022-380236,2022-07-07
Same Day,Consumer,United States,San Francisco,California,94109,West,FUR-TA-1624-656,Furniture,Tables,HP Officejet Printer,1709.5233,9,0.1,31.9806,US-2024-757970,2023-11-14
Second Class,Consumer,United States,Detroit,Michigan,48227,Central,FUR-FU-6215-260,Furniture,Furnishings,Global Push Button Manager Chair,447.2367,7,0.45,-166.173,US-2021-728278,2024-10-01
Second Class,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-9692-557,Office Supplies,Binders,Newell 322,405.714,8,0.45,104.3785,US-2022-767019,2023-04-15
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-6193-845,Furniture,Furnishings,Cisco IP Phone,1744.2548,1,0,437.663,US-2022-496189,2022-02-11
Same Day,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-2706-376,Furniture,Tables,3M Storage Bin,515.1493,3,0.15,136.1429,US-2021-751214,2024-08-26
Standard Class,Home Office,United States,New York City,New York,10024,East,OFF-PA-3190-911,Office Supplies,Paper,Belkin Surge Protector,1951.2879,5,0.4,-797.6847,US-2023-277202,2023-04-08
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,TEC-PH-5255-799,Technology,Phones,Eldon Fold N Roll Cart,unknown,11,0.1,93.6031,US-2020-536577,2024-11-01
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,FUR-CH-5758-621,Furniture,Chairs,HP Officejet Printer,2742.4656,8,0,983.5467,US-2022-927739,2024-07-02
Second Class,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-6749-946,Furniture,Chairs,Newell 322,1799.7341,3,0.15,-531.7763,US-2023-964029,2023-07-13
Same Day,Corporate,United States,Houston,Texas,ZIPCODE,Central,OFF-PA-2713-981,Office Supplies,Paper,Eldon Fold N Roll Cart,2061.8595,5,0.1,-716.1879,US-2021-940991,2020-09-11
First Class,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-4050-875,Furniture,Furnishings,Hon Deluxe Fabric Chair,2642.829,14,0.8,249.2797,US-2022-678024,2022-06-10
First Class,Corporate,United States,Dallas,Texas,N/A_ZIP,Central,OFF-PA-9739-928,Office Supplies,Paper,Belkin Surge Protector,2842.2704,13,0,-1629.5077,US-2022-935524,2023-07-13
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,FUR-TA-7566-652,Furniture,Tables,3M Storage Bin,2818.377,8,0,-102.8832,US-2024-535490,2024-01-28
Standard Class,Home Office,United States,Newark,New Jersey,7114,East,OFF-AR-3148-247,Office Supplies,Art,HP Officejet Printer,21.6288,10,0.1,9.7665,US-2020-820919,2023-11-24
Second Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-5384-752,Furniture,Tables,Logitech Wireless Mouse,1741.6695,8,0,-266.8594,US-2024-708737,not-a-date
First Class,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-6269-491,Technology,Accessories,Cisco IP Phone,2824.3182,1O,0.8,1152.8612,US-2024-975126,2022-01-03
First Class,Consumer,United States,Newark,New Jersey,7114,East,FUR-BO-9181-111,Furniture,Bookcases,Bush Somerset Bookcase,285.6977,14,0,-63.6621,US-2024-289713,2020-09-07,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE
First Class,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-1693-554,Office Supplies,Appliances,Bretford Conference Table,2599.0348,2,0.4,1028.9449,US-2024-293892,2022-06-06
First Class,Corporate,United States,New York City,New York,10024,East,OFF-ST-2005-875,Office Supplies,Storage,Eldon Fold N Roll Cart,1680.1588,13,0.3,-896.6261,US-2021-922830,2024-06-03
Standard Class,Corporate,United States,New York City,New York,10024,East,FUR-CH-7028-187,Furniture,Chairs,Hon Deluxe Fabric Chair,2013.7709,3,0.2,-585.2698,US-2023-276370,2021-09-11
Same Day,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-2328-811,Office Supplies,Storage,Belkin Surge Protector,2512.0119,9,0.2,-694.7003,US-2024-971575,2024-11-12
Second Class,Home Office,United States,New York City,New York,10024,East,OFF-ST-9580-132,Office Supplies,Storage,Newell 322,846.3985,7,0.3,-387.1156,US-2020-753626,not-a-date
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,TEC-PH-8106-939,Technology,Phones,Xerox 1967,926.3547,14,0.45,-503.6226,US-2023-212784,2022-09-24
First Class,Home Office,United States,Chicago,Illinois,60623,Central,FUR-BO-4916-637,Furniture,Bookcases,Cisco IP Phone,1800.0981,7,0.45,-525.0648,US-2023-581893,2023-03-21
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-BO-6646-875,Furniture,Bookcases,HP Officejet Printer,1427.5499,12,0.4,-209.7393,US-2021-968303,2024-11-13
Same Day,Consumer,United States,Chicago,Illinois,60623,Central,TEC-CO-8075-388,Technology,Copiers,Logitech Wireless Mouse,683.7058,14,0.1,-382.6347,US-2022-432178,2022-10-16
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-5547-886,Furniture,Furnishings,HP Officejet Printer,2147.5141,5,0,-1100.2895,US-2020-934044,2020-06-02
Second Class",Consumer,Unclosed quote without termination,San Francisco,California,94109,,,,,,,,,,,,,,
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-CO-5974-141,Technology,Copiers,Cisco IP Phone,2116.0185,1,0.2,-710.7684,US-2020-575954,14-10-2024,,,
Same Day,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AP-2134-707,Office Supplies,Appliances,Newell 322,1247.2743,7,0.6,-675.0331,US-2020-800433,17-03-2023,,,
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-9085-232,Technology,Accessories,Belkin Surge Protector,44.7047,5,0.1,-20.2083,US-2022-333865,24-10-2024,,,
Same Day,Corporate,United States,San Francisco,California,94109,West,TEC-MA-7171-331,Technology,Machines,Fellowes Binder,214.4355,13,0,98.8208,US-2023-314813,07-07-2022,,,
Second Class,Corporate,United States,New York City,New York,10024,East,OFF-ST-1707-681,Office Supplies,Storage,Cisco IP Phone,740.0339,3,0,306.6642,US-2023-952342,06-02-2023,,,
First Class,Home Office,United States,San Francisco,California,94109,West,FUR-BO-8877-465,Furniture,Bookcases,Eldon Fold N Roll Cart,2951.2629,8,0.1,321.9545,US-2022-540425,24-09-2020,,,
Same Day,Home Office,United States,Fort Worth,Texas,76106,Central,FUR-BO-6304-281,Furniture,Bookcases,Cisco IP Phone,579.3428,8,0.6,37.0242,US-2022-619595,15-07-2023,,,
Second Class,Home Office,United States,Newark,New Jersey,7114,East,OFF-AP-8878-859,Office Supplies,Appliances,Bush Somerset Bookcase,2189.296,12,0,464.0268,US-2022-368080,20-06-2020,,,
Second Class,Home Office,United States,New York City,New York,10024,East,OFF-PA-5451-681,Office Supplies,Paper,Bretford Conference Table,2547.2039,5,0.6,-309.7339,US-2023-641377,25-11-2023,,,
Same Day,Home Office,United States,Fort Worth,Texas,76106,Central,FUR-CH-5271-267,Furniture,Chairs,Apple iPhone,387.2189,8,0.2,26.465,US-2023-113749,05-04-2022,,,
Standard Class,Home Office,United States,Seattle,Washington,98103,West,OFF-PA-7635-625,Office Supplies,Paper,Xerox 1967,457.752,5,0.1,93.3816,US-2021-918875,14-02-2020,TOO,MANY,COLUMNS
Second Class,Consumer,United States,Seattle,Washington,98103,West,TEC-MA-6572-846,Technology,Machines,Newell 322,2510.6926,1,0,-1436.1788,US-2024-232154,02-07-2024,,,
First Class,Corporate,United States,New York City,New York,10024,East,FUR-BO-8259-881,Furniture,Bookcases,Logitech Wireless Mouse,1457.7992,7,0.2,-427.4593,US-2022-547143,22-05-2022,,,
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,TEC-CO-9267-628,Technology,Copiers,Apple iPhone,2707.9408,9,0.4,-925.6642,US-2020-463881,10-11-2020,,,
First Class,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-4058-651,Technology,Copiers,Newell 322,1114.7303,1,0.2,-384.0482,US-2021-428174,24-05-2023,,,
Same Day,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-7305-179,Technology,Accessories,Logitech Wireless Mouse,1610.6641,13,0.1,-753.0836,US-2021-681603,16-10-2022,,,
First Class,Home Office,United States,Newark,New Jersey,7114,East,OFF-PA-8247-656,Office Supplies,Paper,HP Officejet Printer,1335.6171,5,0.1,161.2775,US-2024-444168,24-01-2023,,,
Same Day,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AP-2302-607,Office Supplies,Appliances,Bush Somerset Bookcase,811.4855,12,0.15,132.7906,US-2020-309389,24-02-2023,,,
First Class,Home Office,United States,Henderson,Kentucky,42420,South,OFF-AP-3878-168,Office Supplies,Appliances,Newell 322,158.8709,13,0.45,10.6505,US-2023-332380,07-11-2020,,,
First Class,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-8819-188,Office Supplies,Paper,3M Storage Bin,1152.2897,2,0.45,-316.3423,US-2022-275025,22-09-2020,,,
Second Class,Corporate,United States,Columbus,Ohio,43229,East,FUR-FU-6503-743,Furniture,Furnishings,Xerox 1967,1257.8442,9,0.4,-420.3833,US-2023-197910,21-06-2022,,,
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-1965-247,Technology,Machines,Xerox 1967,534.6344,10,0.8,-220.9368,US-2021-845139,06-11-2020,,,
Second Class,Consumer,United States,New York City,New York,10024,East,TEC-MA-6163-118,Technology,Machines,Newell 322,2287.4901,6,0.3,-564.5169,US-2024-194247,05-01-2021,,,
Second Class,Home Office,United States,Chicago,Illinois,60623,Central,FUR-BO-6639-466,Furniture,Bookcases,Global Push Button Manager Chair,1706.4805,13,0.4,-503.5153,US-2024-844451,01-01-2021,,,
First Class,Corporate,United States,Dallas,Texas,75220,Central,OFF-AP-9900-874,Office Supplies,Appliances,Bretford Conference Table,1271.7318,8,0,-518.2629,US-2021-950833,17-11-2024,,,
Same Day,Consumer,United States,New York City,New York,10024,East,OFF-AR-9784-241,Office Supplies,Art,Hon Deluxe Fabric Chair,1612.4679,5,0,434.0837,US-2020-818466,25-02-2024,,,
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-BI-6753-537,Office Supplies,Binders,Hon Deluxe Fabric Chair,946.2573,1,0.45,89.7549,US-2020-404527,22-12-2021,,,
Second Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-BI-7899-544,Office Supplies,Binders,Global Push Button Manager Chair,513.6005,12,0.45,218.318,US-2023-690125,20-02-2022,,,
Second Class,Consumer,United States,New York City,New York,10024,East,OFF-AR-1448-308,Office Supplies,Art,Logitech Wireless Mouse,314.6085,4,0,43.3302,US-2023-112584,12-03-2023,,,
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,TEC-AC-1795-369,Technology,Accessories,Hon Deluxe Fabric Chair,2933.8716,10,0.45,555.7859,US-2024-899847,18-01-2022,,,
First Class,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-3638-404,Office Supplies,Storage,Eldon Fold N Roll Cart,2943.676,8,0.8,-1232.3848,US-2021-967473,18-01-2020,,,
Same Day,Consumer,United States,Newark,New Jersey,7114,East,TEC-MA-4360-359,Technology,Machines,HP Officejet Printer,1726.9712,2,0.4,-632.48,US-2020-497208,20-04-2023,,,
First Class,Home Office,United States,Newark,New Jersey,7114,East,FUR-TA-9420-992,Furniture,Tables,3M Storage Bin,1024.6243,9,0,-60.2645,US-2022-889829,13-03-2023,,,
First Class,Consumer,United States,New York City,New York,10024,East,OFF-PA-8659-657,Office Supplies,Paper,Belkin Surge Protector,1095.5712,2,0.2,410.8056,US-2024-754840,19-11-2021,,,
Same Day,Corporate,United States,Dallas,Texas,75220,Central,TEC-PH-4314-585,Technology,Phones,Eldon Fold N Roll Cart,1523.4229,6,0.2,-162.5362,US-2023-629720,09-03-2022,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE,
Standard Class,Home Office,United States,San Francisco,California,94109,West,OFF-AP-9678-586,Office Supplies,Appliances,Fellowes Binder,2414.204,10,0,356.9234,US-2024-729955,04-05-2023,,,
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-8393-884,Technology,Phones,HP Officejet Printer,2362.504,12,0.15,-1363.8671,US-2021-601627,08-06-2021,,,
First Class,Home Office,United States,Houston,Texas,77036,Central,OFF-AR-1829-309,Office Supplies,Art,Newell 322,80.0682,13,-,-10.5754,US-2020-459235,04-02-2021,,,
Same Day,Consumer,United States,Henderson,Kentucky,42420,South,FUR-BO-9696-729,Furniture,Bookcases,Newell 322,1271.6207,4,,,,,,,
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-6653-867,Office Supplies,Binders,Fellowes Binder,845.1095,9,ten_percent,-380.0929,US-2024-577113,08-09-2022,,,
Second Class,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-3094-438,Office Supplies,Art,Bush Somerset Bookcase,878.9894,6,0,402.1006,US-2021-463560,25-10-2021,,,
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,TEC-MA-8832-301,Technology,Machines,HP Officejet Printer,2040.6044,10,0.1,129.5938,US-2021-577819,05-09-2020,TOO,MANY,COLUMNS
Second Class,Consumer,United States,Dallas,Texas,75220,Central,TEC-AC-9170-126,Technology,Accessories,Logitech Wireless Mouse,1417.048,4,0.1,-584.9557,US-2022-336226,27-12-2020,,,
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,OFF-PA-7745-767,Office Supplies,Paper,3M Storage Bin,1149.3027,1,0.2,348.4235,US-2022-454995,TBD,,,
Same Day,Home Office,United States,Detroit,Michigan,48227,Central,TEC-CO-8937-503,Technology,Copiers,Fellowes Binder,2441.8181,6,0.45,309.5338,US-2021-853525,09-01-2023,,,
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,FUR-TA-1215-900,Furniture,Tables,Fellowes Binder,1623.7354,6,0,121.9883,US-2021-169276,02-12-2024,,,
Standard Class,Corporate,United States,Newark,New Jersey,7114,East,TEC-AC-1638-617,Technology,Accessories,Logitech Wireless Mouse,1152.1514,3,0,128.1326,US-2021-227356,21-05-2021,,,
Second Class,Consumer,United States,Newark,New Jersey,7114,East,TEC-AC-3135-998,Technology,Accessories,Apple iPhone,1897.8128,2,0.3,852.3573,US-2021-848952,03-06-2020,,,
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-6129-436,Office Supplies,Storage,Bretford Conference Table,2854.1294,13,0.1,-724.4333,US-2022-936643,03-05-2020,,,
Same Day,Corporate,United States,Fort Lauderdale,Florida,33311,South,TEC-MA-9877-259,Technology,Machines,Global Push Button Manager Chair,2400.1653,7,0,1025.661,US-2021-235814,03-07-2020,,,
First Class,Corporate,United States,Jacksonville,Florida,32216,South,TEC-MA-1261-393,Technology,Machines,Belkin Surge Protector,244.2292,8,0.15,-144.1726,US-2022-793673,28-10-2020,,,
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-8755-208,Office Supplies,Storage,Cisco IP Phone,2279.1326,8,0.4,976.3798,US-2023-908334,17-01-2020,,,
First Class,Home Office,United States,Detroit,Michigan,48227,Central,FUR-CH-1100-774,Furniture,Chairs,Apple iPhone,2276.4766,7,0.45,1072.5122,US-2021-605118,25-10-2024,,,
Second Class,Home Office,United States,Houston,Texas,77036,Central,TEC-CO-8232-184,Technology,Copiers,Global Push Button Manager Chair,2502.3265,10,0.2,567.9585,US-2021-881253,08-09-2023,,,
Same Day,Consumer,United States,New York City,New York,10024,East,FUR-FU-9619-843,Furniture,Furnishings,Fellowes Binder,965.6264,7,0,-454.3236,US-2023-593609,02-01-2023,,,
Standard Class,Home Office,United States,Fort Worth,Texas,76106,Central,FUR-BO-5767-925,Furniture,Bookcases,Fellowes Binder,504.2443,14,0.4,-276.544,US-2024-791971,15-05-2020,TOO,MANY,COLUMNS
First Class,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-5672-340,Furniture,Furnishings,Fellowes Binder,48.5794,3,0,-26.7847,US-2024-937767,15-04-2020,,,
Standard Class,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-9560-882,Office Supplies,Appliances,HP Officejet Printer,1866.3266,12,0.45,521.8384,US-2022-190797,28-10-2024,,,
First Class,Home Office,United States,Los Angeles,California,90036,West,OFF-BI-5311-871,Office Supplies,Binders,Apple iPhone,1189.8077,11,0,-180.2912,US-2022-487629,21-11-2024,,,
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,TEC-CO-5679-280,Technology,Copiers,Xerox 1967,2264.2022,9,0.4,-430.6354,US-2020-222069,23-05-2023,,,
Standard Class,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-2466-589,Technology,Accessories,Eldon Fold N Roll Cart,706.3535,5,0.45,-111.5007,US-2020-790834,20-04-2024,,,
Second Class,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-9998-974,Furniture,Chairs,Cisco IP Phone,2989.8527,12,0.4,32.4663,US-2024-889178,28-03-2021,,,
Same Day,Home Office,United States,Dallas,Texas,75220,Central,OFF-ST-4891-963,Office Supplies,Storage,Belkin Surge Protector,1995.5714,1,0.2,-481.1173,US-2023-341876,27-04-2023,,,
First Class,Corporate,United States,Newark,New Jersey,7114,East,OFF-ST-7473-934,Office Supplies,Storage,HP Officejet Printer,218.1853,6,0.3,100.4967,US-2022-446034,20-05-2021,,,
Second Class,Consumer,United States,San Francisco,California,94109,West,TEC-PH-1027-487,Technology,Phones,Hon Deluxe Fabric Chair,2017.0955,1,0.6,-1106.7084,US-2021-205740,24-07-2022,,,
Second Class,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-5780-910,Office Supplies,Storage,Bush Somerset Bookcase,270.1581,13,0.3,-66.7097,US-2024-604840,23-11-2020,,,
Second Class,Home Office,United States,Dallas,Texas,75220,Central,TEC-PH-3500-662,Technology,Phones,Fellowes Binder,2705.1223,13,0.8,306.5671,US-2021-529650,26-07-2021,,,
First Class,Corporate,United States,Detroit,Michigan,48227,Central,FUR-BO-9597-399,Furniture,Bookcases,Fellowes Binder,N/A_BAD_VALUE,6,0.45,-155.0987,US-2022-425742,07-12-2020,,,
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-2707-613,Furniture,Furnishings,Fellowes Binder,2618.366,6,0.45,-1091.608,US-2020-640442,15-05-2021,,,
First Class,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-7690-371,Office Supplies,Binders,Cisco IP Phone,2298.5881,9,0,-1314.7405,US-2024-274179,03-01-2023,,,
Same Day,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-9763-899,Office Supplies,Paper,Global Push Button Manager Chair,2282.4718,2,0.8,135.5236,US-2021-476988,16-09-2023,,,
Same Day,Corporate,United States,Fort Lauderdale,Florida,33311,South,OFF-BI-7927-831,Office Supplies,Binders,Newell 322,1825.2089,11,0.2,-318.4684,US-2022-877643,18-08-2023,,,
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-5092-360,Office Supplies,Art,Apple iPhone,1542.0964,4,0.15,81.8894,US-2021-534931,05-09-2023,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE,
Same Day,Home Office,United States,New York City,New York,10024,East,TEC-PH-3178-382,Technology,Phones,Cisco IP Phone,615.3722,4,0.3,107.0081,US-2022-422139,03-06-2020,,,
Same Day,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-6817-393,Furniture,Furnishings,Newell 322,2637.7445,3,0.1,22.1617,US-2022-954182,16-03-2022,,,
Same Day,Home Office,United States,Detroit,Michigan,48227,Central,TEC-CO-3245-338,Technology,Copiers,HP Officejet Printer,215.3686,10,0.45,-110.2786,US-2023-687532,09-09-2021,,,
First Class,Consumer,United States,Newark,New Jersey,7114,East,OFF-PA-3494-764,Office Supplies,Paper,Logitech Wireless Mouse,1010.2973,2,0,-258.9674,US-2021-510447,27-01-2022,,,
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-3863-557,Office Supplies,Binders,Bretford Conference Table,1459.1098,9,0.2,239.2892,US-2021-273901,13-10-2024,,,
Standard Class,Corporate,United States,Houston,Texas,77036,Central,OFF-AR-8606-502,Office Supplies,Art,Newell 322,93.0341,6,0,1.5605,US-2024-288034,15-09-2022,,,
First Class,Home Office,United States,San Francisco,California,94109,West,TEC-AC-8088-537,Technology,Accessories,Bush Somerset Bookcase,34.1422,14,??,-6.7884,US-2023-209195,06-08-2024,,,
First Class,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-7213-410,Furniture,Chairs,HP Officejet Printer,530.8684,4,0,-167.3709,US-2020-693060,10-05-2024,,,
Standard Class,Home Office,United States,Dallas,Texas,75220,Central,FUR-TA-6615-554,Furniture,Tables,Global Push Button Manager Chair,2794.3417,4,0.6,231.8587,US-2023-878322,26-04-2024,,,
Standard Class,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-8280-585,Office Supplies,Appliances,Global Push Button Manager Chair,247.9336,10,0.3,109.0911,US-2020-808030,14-08-2020,,,
